proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
udp,CON,dns,0.00335,146,178,2,2,174328.3594,212537.3125,31,29,73,89,0.001,0
tcp,REQ,-,10.325635,270,0,6,0,174.323425,0.0,254,0,45,0,2065.127,0
tcp,FIN,-,0.036302,3182,39076,52,54,687785.8125,8451986.0,31,29,61,724,0.71828,0
tcp,FIN,http,0.376434,984,268,10,6,18829.33008,4760.462891,254,252,98,45,39.173,1
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
udp,INT,-,8e-06,78,0,2,0,39000000.0,0.0,254,0,39,0,0.008,0
tcp,FIN,-,0.642036,534,268,10,6,5993.433105,2791.120605,254,252,53,45,69.143,0
tcp,FIN,http,9.530045,18474,1087890,346,746,15463.5166,912005.8125,31,29,53,1458,27.622392,0
tcp,FIN,-,0.033623,3598,48710,60,62,842042.6875,11402909.0,31,29,60,786,0.573224,0
udp,INT,dns,1.2e-05,114,0,2,0,38000000.0,0.0,254,0,57,0,0.012,1
tcp,FIN,-,0.116967,3926,57474,66,68,264484.8438,3873160.75,31,29,59,845,1.794585,0
tcp,FIN,http,0.200759,522,268,10,6,18728.92383,8926.125977,254,252,52,45,21.183444,1
udp,INT,-,1.5e-05,168,0,2,0,44800000.0,0.0,254,0,84,0,0.015,1
tcp,FIN,-,1.484378,2530,354,10,8,12271.80664,1670.733521,254,252,253,44,160.928667,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,-,5e-06,168,0,2,0,134400000.0,0.0,254,0,84,0,0.005,1
udp,INT,dns,1e-05,114,0,2,0,45600000.0,0.0,254,0,57,0,0.01,1
udp,CON,dns,0.001007,146,178,2,2,579940.4375,707050.6875,31,29,73,89,0.001,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
bbn-rcc,INT,-,9e-06,180,0,2,0,80000000.0,0.0,254,0,90,0,0.009,1
udp,CON,-,0.230175,528,304,4,4,13763.44043,7924.405273,31,29,132,76,16.353,0
tcp,FIN,-,0.935988,608,646,10,10,4683.820801,4974.422852,254,252,61,65,103.998667,0
tcp,CON,-,0.242484,986,86,6,2,27119.31445,1418.650269,62,252,164,43,48.4968,0
tcp,FIN,-,1.479138,564,354,10,8,2747.546143,1676.652222,254,252,56,44,164.348667,1
tcp,FIN,http,0.33883,852,11300,10,14,18109.37695,247746.6563,62,252,85,807,37.647778,1
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.038645,7814,14990,122,126,1604347.25,3078690.75,31,29,64,119,0.321866,0
tcp,FIN,http,1.005906,1580,10168,12,18,11523.93945,76380.89844,31,29,132,565,91.413548,0
udp,CON,dns,0.001102,146,178,2,2,529945.5625,646098.0,31,29,73,89,0.009,0
udp,INT,-,3e-06,104,0,2,0,138666656.0,0.0,254,0,52,0,0.003,0
tcp,FIN,-,0.036741,7814,16912,122,126,1687488.125,3653248.5,31,29,64,134,0.3299,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,FIN,ftp-data,0.006024,8928,320,14,6,11010625.0,354581.6875,31,29,638,53,0.463385,0
tcp,FIN,-,0.020968,2974,30506,48,50,1111407.875,11406334.0,31,29,62,610,0.448891,0
tcp,FIN,ftp-data,0.28338,8928,320,14,6,234060.2656,7537.582031,31,29,638,53,21.798461,0
tcp,FIN,ftp,2.170732,2934,3740,52,54,10606.56055,13529.07715,31,29,56,69,42.557177,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.533101,2516,268,10,6,33989.80469,3361.464111,254,252,252,45,54.439333,0
udp,INT,-,2e-06,1066,0,2,0,2132000000.0,0.0,254,0,533,0,0.002,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,5.991902,7818,15800,122,126,10352.63965,20928.24609,31,29,64,125,50.349119,0
tcp,FIN,-,1.52011,13246,548216,230,438,69410.76563,2878554.75,31,29,58,1252,6.665785,0
tcp,FIN,-,1.320433,986,840,12,10,5476.991211,4580.31543,254,252,82,84,116.940001,0
tcp,FIN,-,0.026892,3806,54798,64,66,1114680.875,16054737.0,31,29,59,830,0.435721,0
udp,CON,dns,0.001019,146,178,2,2,573110.9375,698724.25,31,29,73,89,0.01,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,http,0.621178,820,1340,10,8,9504.522461,15106.78125,62,252,82,168,69.019778,0
tcp,FIN,http,1.074056,1684,10168,14,18,11649.29883,71534.44531,31,29,120,565,82.593308,0
tcp,FIN,-,0.062685,4862,75600,84,86,613224.875,9536062.0,31,29,58,879,0.75059,0
br-sat-mon,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
tcp,FIN,-,0.121905,4862,75600,84,86,315327.5,4903556.0,31,29,58,879,1.482683,0
tcp,FIN,ftp-data,0.007397,424,8824,8,12,401243.75,8748411.0,31,29,53,735,1.005,0
udp,INT,-,4e-06,104,0,2,0,104000000.0,0.0,254,0,52,0,0.004,1
udp,CON,dns,0.000938,132,164,2,2,562899.8125,699360.375,31,29,66,82,0.003,0
tcp,FIN,smtp,0.965935,45429,1874,52,24,369018.625,14874.70703,62,252,874,78,18.939903,1
tcp,FIN,ftp-data,0.661177,364,690,8,8,3859.783447,7308.179199,62,252,46,86,94.323288,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,REQ,-,5.16687,180,0,4,0,209.024033,0.0,254,0,45,0,1722.29,0
tcp,REQ,-,6.34659,450,0,10,0,510.510376,0.0,254,0,45,0,705.176687,0
udp,CON,dns,0.00104,146,178,2,2,561538.4375,684615.375,31,29,73,89,0.009,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
udp,CON,dns,0.001068,146,178,2,2,546816.5,666666.6875,31,29,73,89,0.005,0
tcp,FIN,smtp,0.522757,37210,3276,52,40,558500.4375,48894.60938,31,29,716,82,10.243313,0
tcp,FIN,http,0.004007,1058,822,8,10,1848764.625,1477414.5,31,29,132,82,0.524,0
tcp,FIN,-,0.118972,3744,19084,48,52,246511.7813,1258581.875,31,29,78,367,2.523979,0
tcp,FIN,-,0.577956,534,268,10,6,6657.945801,3100.582031,254,252,53,45,59.914111,0
udp,CON,dns,0.001065,146,178,2,2,548356.8125,668544.625,31,29,73,89,0.009,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,dns,0.000969,130,162,2,2,536635.6875,668730.6875,31,29,65,81,0.001,0
tcp,FIN,ssh,0.02175,9400,12402,106,116,3425103.5,4522667.0,31,29,89,107,0.208194,0
tcp,FIN,http,1.144431,808,3922,10,12,5088.991699,25137.38281,62,252,81,327,127.159,1
udp,INT,-,3e-06,104,0,2,0,138666656.0,0.0,254,0,52,0,0.003,1
tcp,FIN,-,0.029974,3614,45696,60,62,948555.375,11999466.0,31,29,60,737,0.510414,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.634679,564,354,10,8,6403.236816,3907.487061,254,252,56,44,69.857111,1
tcp,FIN,-,0.486516,534,268,10,6,7909.297852,3683.332031,254,252,53,45,47.840111,0
tcp,FIN,http,1.133371,1684,10168,14,18,11039.63281,67790.6875,31,29,120,565,87.152308,0
udp,CON,-,0.004748,568,320,4,4,717775.9375,404380.8125,31,29,142,80,1.228,0
tcp,FIN,-,0.026893,3598,48710,60,62,1052764.75,14256498.0,31,29,60,786,0.450254,0
udp,CON,dns,0.001101,146,178,2,2,530426.875,646684.8125,31,29,73,89,0.009,0
tcp,CON,-,0.311514,978,86,6,2,20930.03906,1104.284302,62,252,163,43,62.3028,0
tcp,FIN,-,0.645656,998,740,12,8,11337.30664,8029.043457,254,252,83,93,58.579456,0
tcp,FIN,-,0.02595,2974,30506,48,50,898034.6875,9216493.0,31,29,62,610,0.556935,0
ipv6-opts,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,-,0.003911,1064,2260,12,12,1996420.25,4238302.0,31,29,89,188,0.324545,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.671988,588,268,10,6,6309.63623,2666.714355,254,252,59,45,74.561556,0
tcp,FIN,-,0.048923,2558,23162,40,42,407988.0625,3697402.0,31,29,64,551,1.246359,0
tcp,FIN,-,0.013921,2558,23162,40,42,1433805.0,12993894.0,31,29,64,551,0.367297,0
tcp,FIN,-,1.094805,1076,678,14,12,7307.237305,4545.101562,254,252,77,57,84.113156,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,dns,0.001007,132,164,2,2,524329.6875,651439.9375,31,29,66,82,0.002,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
udp,INT,-,4e-06,144,0,2,0,144000000.0,0.0,254,0,72,0,0.004,1
tcp,FIN,-,0.577074,534,268,10,6,6668.122559,3105.321045,254,252,53,45,60.190333,0
tcp,FIN,-,0.536929,534,268,10,6,7166.683105,3337.499023,254,252,53,45,53.472889,1
tcp,FIN,-,0.101864,5174,83812,90,92,401869.1563,6510720.0,31,29,57,911,1.140854,0
tcp,FIN,pop3,0.726847,958,8566,20,24,10026.86914,90362.89844,62,252,48,357,38.255106,1
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
tcp,FIN,ftp,0.621582,2934,3740,52,54,37040.97266,47247.1875,31,29,56,69,12.67902,0
ospf,INT,-,37.642654,1280,0,20,0,258.430237,0.0,254,0,64,0,1981.19225,1
tcp,FIN,ftp-data,0.008635,424,8824,8,12,343717.4063,7494151.5,31,29,53,735,1.177571,0
udp,INT,-,1e-06,104,0,2,0,416000000.0,0.0,254,0,52,0,0.001,0
udp,CON,dns,0.000986,132,164,2,2,535496.9375,665314.375,31,29,66,82,0.008,0
udp,INT,-,3e-06,1064,0,2,0,1418666624.0,0.0,254,0,532,0,0.003,1
tcp,FIN,ftp-data,0.048971,8928,424,14,8,1354434.25,60607.29688,31,29,638,53,3.767,0
tcp,FIN,-,0.012918,2558,23162,40,42,1545130.75,14002787.0,31,29,64,551,0.330553,0
tcp,FIN,-,0.073792,2958,32642,48,50,314071.9688,3468126.5,31,29,62,653,1.597326,0
tcp,FIN,-,0.317382,4552,2976,26,28,110327.6172,72341.84375,31,29,175,106,12.68284,0
tcp,FIN,-,0.687575,564,354,10,8,5910.62793,3606.879395,254,252,56,44,74.332667,1
tcp,FIN,-,0.729497,1080,1650,10,8,10659.39941,15835.56836,254,252,108,206,81.055222,1
tcp,FIN,-,0.1843,2054,2582,22,26,85122.07813,107780.7891,31,29,93,99,8.759762,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,dns,0.001194,146,178,2,2,489112.2188,596314.875,31,29,73,89,0.009,0
tcp,FIN,-,0.042884,3598,48710,60,62,660199.625,8940397.0,31,29,60,786,0.721254,0
tcp,FIN,-,0.017219,2958,33044,48,50,1345955.125,15045706.0,31,29,62,661,0.375711,0
hmp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.173106,3952,2664,22,22,174367.1563,117523.3672,31,29,180,121,8.226715,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
tcp,FIN,-,0.788559,534,268,10,6,4879.787109,2272.499512,254,252,53,45,82.514333,0
tcp,CON,-,0.181101,986,86,6,2,36311.23047,1899.492554,62,252,164,43,36.2202,0
udp,INT,-,1e-05,168,0,2,0,67200000.0,0.0,254,0,84,0,0.01,1
tcp,FIN,-,0.031119,7810,14540,122,126,1991323.625,3708345.25,31,29,64,115,0.267635,0
tcp,FIN,ssh,21.627251,48776,85554,624,682,18013.57031,31600.50391,31,29,78,125,34.938537,0
tcp,FIN,-,0.03411,7816,15092,122,126,1818117.875,3511697.5,31,29,64,120,0.293722,0
tcp,FIN,http,1.820423,822,1550,10,10,3251.991455,6130.443359,62,252,82,155,202.269222,1
udp,INT,-,1e-05,2130,0,2,0,852000000.0,0.0,254,0,1065,0,0.01,1
udp,CON,dns,0.001072,146,178,2,2,544776.125,664179.125,31,29,73,89,0.009,0
tcp,FIN,ssh,0.082801,3728,5578,32,26,348981.2813,518254.625,31,29,117,215,2.671,0
tcp,FIN,-,0.018025,1540,1644,16,18,640887.6875,689264.9375,31,29,96,91,1.179333,0
tcp,FIN,smtp,0.130617,37938,3276,54,40,2280622.0,195686.6406,31,29,703,82,2.554667,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,http,0.606678,136021,870,112,20,1777641.5,10905.29102,254,252,1214,44,5.34291,1
udp,INT,-,1e-05,104,0,2,0,41600000.0,0.0,254,0,52,0,0.01,0
tcp,FIN,-,0.004676,3936,2456,18,18,6360992.0,3969204.25,31,29,219,136,0.256529,0
udp,CON,dns,0.001004,146,178,2,2,581673.3125,709163.375,31,29,73,89,0.009,0
tcp,FIN,-,0.041816,1540,1644,16,18,276257.9063,297111.1563,31,29,96,91,2.966429,0
tcp,FIN,-,0.050582,3062,32642,50,50,474635.25,5059507.5,31,29,61,653,1.047104,0
udp,CON,dns,0.001693,132,164,2,2,311872.4063,387477.8438,31,29,66,82,0.008,0
tcp,FIN,-,0.591158,638,268,10,6,7781.337891,3031.338623,254,252,64,45,61.141333,0
tcp,FIN,smtp,0.023649,37492,3276,52,40,12438919.0,1080806.875,31,29,721,82,0.457078,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,1.028051,774,642,14,12,5595.053223,4583.430176,254,252,55,54,79.072692,0
tcp,FIN,pop3,7.309239,8796,1633864,202,1250,9580.204102,1786842.125,62,252,44,1307,36.364375,1
tcp,FIN,http,0.850536,840,1106,10,8,7110.810059,9104.84668,62,252,84,138,94.504,0
tcp,FIN,-,28.524345,4256,3080,28,30,1151.016724,835.21637,31,29,152,103,1056.025898,0
tcp,FIN,ftp-data,0.046346,320,1882,6,8,46088.11719,284296.375,31,29,53,235,9.2024,0
udp,INT,-,9e-06,2982,0,2,0,1325333248.0,0.0,254,0,1491,0,0.009,1
tcp,FIN,http,0.442649,820,948,10,8,13337.88184,15000.59863,62,252,82,119,49.183222,1
trunk-2,INT,-,1e-06,200,0,2,0,800000000.0,0.0,254,0,100,0,0.001,1
tcp,FIN,-,0.168777,1540,1644,16,18,68445.34375,73611.92188,31,29,96,91,11.23,0
tcp,FIN,-,0.386857,2958,32642,48,50,59908.44141,661536.4375,31,29,62,653,8.224298,0
udp,INT,-,8e-06,168,0,2,0,84000000.0,0.0,254,0,84,0,0.008,1
tcp,FIN,-,0.00688,2054,2582,22,26,2280232.75,2887209.5,31,29,93,99,0.311571,0
udp,CON,-,0.00168,544,304,4,4,1942857.125,1085714.25,31,29,136,76,0.435667,0
tcp,FIN,smtp,2.411833,170235,2670,146,38,560801.6875,8624.145508,62,252,1166,70,16.74884,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
arp,INT,-,59.990974,92,0,2,0,6.134256,0.0,0,0,46,0,59995.792,0
udp,CON,dns,0.001133,130,162,2,2,458958.5,571932.9375,31,29,65,81,0.009,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,ftp-data,0.234264,8928,320,14,6,283133.5625,9117.917969,31,29,638,53,18.020307,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.068301,2958,32642,48,50,339321.5313,3746943.75,31,29,62,653,1.477391,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.032619,7814,14990,122,126,1900732.75,3647444.75,31,29,64,119,0.288098,0
udp,INT,-,5e-06,956,0,2,0,764800000.0,0.0,254,0,478,0,0.005,1
udp,CON,-,0.021582,520,304,4,4,144564.9219,84514.875,31,29,130,76,2.139,0
udp,INT,dns,2e-06,114,0,2,0,228000000.0,0.0,254,0,57,0,0.002,1
tcp,FIN,-,0.063223,2958,33044,48,50,366575.4688,4097749.5,31,29,62,661,1.338617,0
tcp,FIN,-,0.630393,878,268,10,6,10038.18164,2842.671143,254,252,88,45,8857.7608,0
tcp,FIN,-,0.046582,4014,59460,68,70,679232.375,10065863.0,31,29,59,849,0.690642,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.248224,13292,268,18,6,404602.2813,7219.285645,254,252,738,45,13.054588,1
tcp,FIN,-,0.348914,2516,268,10,6,51932.56641,5135.936035,254,252,252,45,36.968444,0
tcp,FIN,-,0.016671,2958,33044,48,50,1390198.5,15540279.0,31,29,62,661,0.347872,0
ptp,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
udp,CON,dns,0.001048,146,178,2,2,557251.9375,679389.375,31,29,73,89,0.005,0
tcp,FIN,-,0.556081,534,268,10,6,6919.855469,3222.552246,254,252,53,45,59.659222,0
tcp,REQ,-,1e-05,90,0,2,0,36000000.0,0.0,254,0,45,0,0.01,0
udp,CON,dns,0.00098,146,178,2,2,595918.375,726530.625,31,29,73,89,0.001,0
tcp,FIN,-,0.528909,1098,808,12,10,15231.35254,11011.3457,254,252,92,81,47.511182,1
tcp,FIN,-,0.918231,17286,354,20,8,143075.1094,2700.845459,254,252,864,44,47.388208,0
tcp,FIN,http,1.053492,1684,10168,14,18,11876.69238,72930.78906,31,29,120,565,81.007385,0
tcp,FIN,-,0.537453,556,268,10,6,7457.396484,3334.245117,254,252,56,45,57.983,0
tcp,FIN,smtp,2.402562,13382,1642,28,20,42970.79688,5194.455078,62,252,478,82,88.983781,1
tcp,FIN,-,0.018372,1540,1644,16,18,628782.9375,676246.5,31,29,96,91,1.2044,0
udp,CON,dns,0.001073,146,178,2,2,544268.375,663560.125,31,29,73,89,0.009,0
tcp,FIN,-,0.018729,1540,1644,16,18,616797.5,663356.3125,31,29,96,91,1.2136,0
tcp,FIN,-,0.006084,2054,2478,22,24,2578566.75,3122945.25,31,29,93,103,0.272619,0
udp,CON,dns,0.001001,146,178,2,2,583416.5625,711288.6875,31,29,73,89,0.003,0
tcp,FIN,http,1.007443,1580,10168,12,18,11506.3584,76264.36719,31,29,132,565,91.552091,0
tcp,FIN,-,0.623808,994,268,10,6,11477.89063,2872.678711,254,252,99,45,64.150222,1
sps,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,dns,0.001031,146,178,2,2,566440.3125,690591.625,31,29,73,89,0.005,0
tcp,FIN,-,0.100051,2054,2478,22,24,156800.0313,189903.1406,31,29,93,103,4.747524,0
tcp,FIN,http,0.014047,1052,824,8,10,524524.8125,422581.3438,31,29,132,82,1.955143,0
udp,INT,-,1e-05,1756,0,2,0,702400000.0,0.0,254,0,878,0,0.01,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,1
udp,INT,-,6e-06,1064,0,2,0,709333312.0,0.0,254,0,532,0,0.006,0
tcp,FIN,http,0.259378,1308,268,10,6,36333.07422,6908.835938,254,252,131,45,28.819778,1
tcp,FIN,ftp-data,0.224225,424,8824,8,12,13236.7041,288602.9688,31,29,53,735,31.985571,0
tcp,FIN,-,0.929235,27908,728,34,14,233206.8906,5819.841309,254,252,821,52,27.525303,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.664,0
udp,CON,dns,0.000968,146,178,2,2,603305.8125,735537.1875,31,29,73,89,0.001,0
udp,CON,dns,0.000972,146,178,2,2,600823.0625,732510.3125,31,29,73,89,0.001,0
udp,CON,-,0.083207,568,312,4,4,40958.09375,22498.10742,31,29,142,78,22.684666,0
tcp,FIN,-,0.044682,3182,39076,52,54,558793.25,6866837.0,31,29,61,724,0.868765,0
tcp,FIN,-,0.061068,2054,2478,22,24,256893.9688,311128.5938,31,29,93,103,2.890476,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
udp,CON,dns,0.001356,146,178,2,2,430678.4688,525073.75,31,29,73,89,0.009,0
ipx-n-ip,INT,-,1e-05,200,0,2,0,80000000.0,0.0,254,0,100,0,0.01,1
tcp,FIN,http,1.00467,1580,10168,12,18,11538.11719,76474.85938,31,29,132,565,91.299364,0
tcp,FIN,-,0.478571,566,268,10,6,8525.380859,3744.480957,254,252,57,45,53.068667,1
udp,CON,dns,0.001107,146,178,2,2,527551.9375,643179.75,31,29,73,89,0.01,0
tcp,FIN,-,1.16405,672,354,10,8,4157.896973,2130.492676,254,252,67,44,126.412556,0
unas,INT,-,8e-06,200,0,2,0,100000000.0,0.0,254,0,100,0,0.008,1
udp,CON,-,0.00187,544,304,4,4,1745454.5,975401.0625,31,29,136,76,0.499,0
tcp,FIN,-,0.065284,3614,50036,60,62,435512.5313,6032596.0,31,29,60,807,1.100407,0
tcp,FIN,-,0.005507,2054,2478,22,24,2848738.0,3450154.5,31,29,93,103,0.25835,0
udp,CON,dns,0.001144,146,178,2,2,510489.5313,622377.625,31,29,73,89,0.009,0
tcp,FIN,-,0.036236,4862,75600,84,86,1060823.5,16496523.0,31,29,58,879,0.43212,0
udp,CON,dns,0.001051,146,178,2,2,555661.3125,677450.0625,31,29,73,89,0.009,0
udp,CON,dns,0.000949,130,162,2,2,547945.1875,682824.0,31,29,65,81,0.009,0
tcp,FIN,http,0.742253,1236,268,10,6,11995.90918,2414.27124,254,252,124,45,82.370667,1
tcp,FIN,ftp-data,0.004205,320,1932,6,8,507966.6875,3217122.5,31,29,53,242,0.7762,0
tcp,FIN,ftp,0.886526,634,682,12,12,5251.960938,5649.016602,254,252,53,57,80.593274,0
tcp,FIN,-,0.329471,534,268,10,6,11679.3291,5439.021973,254,252,53,45,36.607889,0
tcp,FIN,-,0.065698,3806,54798,64,66,456269.625,6571646.0,31,29,59,830,1.05379,0
tcp,FIN,-,6.944339,25576,1094788,456,858,29399.48633,1259746.125,31,29,56,1276,15.295209,0
tcp,FIN,ftp-data,0.553098,364,898,8,8,4614.010254,11368.69043,62,252,46,112,79.014,1
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,smtp,0.602765,37938,3380,54,42,494202.5313,43798.16016,31,29,703,80,11.36649,0
tcp,FIN,-,0.040914,3598,48710,60,62,691988.0625,9370876.0,31,29,60,786,0.688102,0
tcp,FIN,-,0.560253,650,354,10,8,8353.368164,4426.571289,254,252,65,44,62.250333,0
tcp,FIN,-,0.562597,738,268,10,6,9456.147461,3185.228516,254,252,74,45,58.595556,0
tcp,FIN,ftp-data,0.798499,364,268,8,6,3195.996582,2244.210693,62,252,46,45,114.071286,1
tcp,FIN,-,2.921095,9262,642,20,12,24097.81445,1613.09375,254,252,463,54,152.225047,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.034987,3598,48710,60,62,809214.875,10958356.0,31,29,60,786,0.597603,0
udp,INT,-,8e-06,104,0,2,0,52000000.0,0.0,254,0,52,0,0.008,0
tcp,FIN,-,0.013437,1540,1644,16,18,859715.6875,924611.125,31,29,96,91,0.874467,0
tcp,FIN,-,0.018858,3078,30402,50,48,1279881.125,12628698.0,31,29,62,633,0.378449,0
tcp,FIN,-,3.751744,2302,34406,30,42,4746.592285,71618.96094,31,29,77,819,129.358761,0
tcp,FIN,ftp-data,0.046306,320,1930,6,8,46127.93359,291798.0313,31,29,53,241,9.1986,0
udp,INT,-,1.5e-05,168,0,2,0,44800000.0,0.0,254,0,84,0,0.015,1
tcp,FIN,-,0.013646,1540,1644,16,18,846548.4375,910449.9375,31,29,96,91,0.887467,0
tcp,FIN,http,0.460007,862,1364,10,8,13495.44629,20764.90039,62,252,86,171,51.111889,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.696,0
tcp,FIN,-,0.68001,1006,740,12,8,10858.66309,7623.416992,254,252,84,93,60.371635,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.64,0
tcp,FIN,ftp,2.416899,2934,3740,52,54,9526.256836,12151.10742,31,29,56,69,47.384021,0
tcp,FIN,-,0.076999,4222,64070,72,74,432629.0,6566838.5,31,29,59,866,1.095543,0
tcp,FIN,-,0.820689,534,268,10,6,4688.743164,2183.531006,254,252,53,45,85.895778,0
tcp,FIN,-,0.034981,4550,72810,78,80,1027300.5,16443211.0,31,29,58,910,0.456118,0
tcp,FIN,-,0.566662,774,556,14,10,10150.67188,7072.999023,254,252,55,56,41.663,1
tcp,FIN,-,0.029937,3182,39076,52,54,834018.125,10248990.0,31,29,61,724,0.604531,0
tcp,FIN,-,0.010144,2054,2478,22,24,1546530.0,1873028.375,31,29,93,103,0.4902,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.949836,546,354,10,8,4143.873047,2610.977051,254,252,55,44,100.515333,0
tcp,FIN,-,0.044018,3614,50036,60,62,645917.5625,8947067.0,31,29,60,807,0.753466,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.584,0
arp,INT,-,59.996574,92,0,2,0,6.133684,0.0,0,0,46,0,59998.652,0
udp,INT,-,1e-05,1002,0,2,0,400800000.0,0.0,254,0,501,0,0.01,0
tcp,FIN,ftp-data,1.353635,450,3754,10,10,2393.555176,19969.93359,62,252,45,375,150.301556,1
tcp,FIN,-,0.471778,2516,268,10,6,38407.89453,3798.396729,254,252,252,45,52.419778,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
ospf,REQ,-,50.004341,384,0,6,0,51.195557,0.0,1,0,64,0,10000.869,0
udp,INT,-,1e-06,168,0,2,0,672000000.0,0.0,254,0,84,0,0.001,1
tcp,FIN,-,0.395582,820,354,10,8,14924.8457,6269.244141,254,252,82,44,43.074778,1
udp,INT,-,9e-06,996,0,2,0,442666656.0,0.0,254,0,498,0,0.009,0
tcp,FIN,-,0.756142,756,268,10,6,7204.995605,2369.925049,254,252,76,45,69.364333,1
udp,CON,-,0.004676,568,320,4,4,728828.0,410607.3438,31,29,142,80,1.241667,0
igmp,INT,-,1e-05,78,0,2,0,31200000.0,0.0,254,0,39,0,0.01,0
tcp,FIN,-,0.004404,1470,1728,22,14,2550408.75,2915531.25,31,29,67,123,0.2202,0
